archetype,outfit_key,prompt
young woman,uniform,"a traditional white sailor blouse with a navy collar and matching navy tie, long sleeves with striped cuffs, paired with a navy high-pleated skirt ending at mid-thigh, and her hair worn in a loosened, low side braid"
young woman,uniform,"a black blazer with subtle white piping over a button-up shirt, a small crimson bow at the collar, paired with a black-and-gray plaid skirt, her hair worn in a sleek, straight style with a clean center part"
young woman,uniform,"a beige cardigan with pearl buttons worn open over a white shirt with a sky-blue ribbon bow, paired with a blue plaid skirt, and her hair styled in a wavy low ponytail"
young woman,uniform,"a navy sailor-style blouse with long sleeves, a white collar and cuffs trimmed in navy, and a gently tied baby-blue ribbon, paired with a matching mid-thigh pleated skirt, her hair in a smooth high ponytail"
young woman,uniform,"a tailored gray blazer with a deep burgundy tie over a white shirt, the blazer nipped slightly at the waist, paired with a burgundy plaid skirt, and her hair styled down with a slight curl at the ends"
young woman,uniform,"a white long-sleeved shirt under a beige V-neck sweater vest, the collar and cuffs neatly visible, matched with a dark green pleated skirt, and her hair worn in a tidy low bun with loose tendrils framing her face"
young woman,uniform,"a sailor-style navy dress top with a crisp white collar featuring blue stripes, a neatly knotted navy ribbon, long sleeves, and a white pleated skirt at mid-thigh, her hair styled down in soft layered waves"
young woman,uniform,"a fitted charcoal blazer worn over a white button-up shirt with a blue striped tie, paired with a matching charcoal-and-blue plaid skirt, her hair styled in a half-up twist"
young woman,uniform,"a soft cream cardigan worn closed over a pink-collared shirt with a rosy pink bow, paired with a pink plaid mid-thigh skirt, her hair in a loose high ponytail"
young woman,uniform,"a white sailor top with a deep navy V collar edged in white stripes, a scarlet ribbon tied at the chest, long sleeves, and a navy pleated skirt, her hair worn in a tidy braided ponytail"
young woman,uniform,"a deep gray blazer with crisp lapels over a white shirt with a neat burgundy tie, matched with a solid burgundy pleated skirt, her hair styled down with a tidy side clip"
young woman,uniform,"a sky-blue sweater vest worn over a short-sleeved white shirt with a navy bow, paired with a navy plaid skirt, her hair worn down in straight, glossy layers"
young woman,uniform,"a navy sailor blouse with white stripes on the cuffs, a neatly folded sailor collar, and a perfectly tied navy ribbon, paired with a light gray pleated skirt, her hair styled half-up with a slim ribbon"
young woman,uniform,"a light brown blazer over a white button-up shirt with a simple dark green tie, paired with a green plaid skirt, and her hair worn in a neat low braid"
young woman,uniform,"a soft ivory cardigan worn loose over a light blue sailor-collar shirt, the collar layered over the cardigan neckline, paired with a navy skirt and her hair in a casual half-up pony"
young woman,uniform,"a navy sailor-style blouse with long sleeves and a neatly tied lavender ribbon, paired with a matching navy pleated skirt at mid-thigh, her hair worn in loose curls with a small decorative clip"
young woman,uniform,"a fitted dark gray blazer over a crisp white dress shirt, a red plaid ribbon bow at the collar, and a matching red plaid skirt, her hair styled in a smooth high ponytail"
young woman,uniform,"a soft beige V-neck sweater worn over a white shirt with a navy bow, paired with a navy tartan pleated skirt, her hair styled down with slight waves"
young woman,uniform,"a traditional white sailor top with a navy striped collar and a tied red scarf, long sleeves, paired with a navy skirt reaching mid-thigh, her hair arranged in a tidy half-up bun"
young woman,uniform,"a dark navy blazer with gold buttons over a white shirt, a neatly tied black ribbon at the collar, paired with a navy pleated skirt, her hair worn in a relaxed side ponytail"
young woman,uniform,"a powder-blue cardigan over a white shirt with a pale pink bow, sleeves pushed up slightly, paired with a pink-and-blue plaid skirt, her hair in a smooth, tidy low pony"
young woman,uniform,"a navy sailor-top with crisp white stripes on the collar and cuffs, long sleeves, and a pale blue ribbon tied neatly at the chest, paired with a navy pleated skirt, her hair styled down in gentle waves"
young woman,uniform,"a fitted charcoal blazer over a white shirt with a slate-blue tie, paired with a slate-blue plaid skirt, her hair styled half-up with a sleek ribbon"
young woman,uniform,"a cream sweater vest worn over a long-sleeved white shirt, a burgundy bow tied neatly at the collar, paired with a burgundy plaid skirt, her hair worn down with a soft side wave"
young woman,uniform,"a navy-and-white sailor top with long sleeves and a crimson ribbon tied low at the collar, paired with a white pleated mid-thigh skirt, her hair styled into a neat braided ponytail"
young woman,uniform,"a dark gray blazer over a crisp shirt with a navy bow, paired with a navy plaid skirt, her hair worn down with soft curls framing her face"
young woman,uniform,"a pastel-pink cardigan worn open over a white shirt with a navy ribbon, paired with a navy pleated skirt, her hair styled up in a clean, high ponytail"
young woman,uniform,"a navy sailor blouse with a stark white collar trimmed in navy, a red ribbon tied at the chest, and a navy pleated skirt at mid-thigh, her hair down in smooth shiny layers"
young woman,uniform,"a tailored navy blazer with silver buttons over a white shirt and a pale blue tie, paired with a blue plaid skirt, her hair arranged in a loose low braid"
young woman,uniform,"a cream V-neck sweater with soft ribbing, layered over a short-sleeve white shirt with a forest-green ribbon bow, paired with a green plaid skirt, her hair worn half-up with a subtle twist"
young woman,uniform,"a white sailor blouse with navy-striped collar and cuffs, long sleeves, and a precisely knotted navy ribbon, paired with a navy skirt at mid-thigh, her hair styled in a high pony with a ribbon tie"
young woman,uniform,"a charcoal blazer over a button-up shirt with a burgundy striped tie, paired with a matching burgundy plaid skirt, her hair worn down in soft curls"
young woman,uniform,"a beige cardigan worn closed over a white shirt with a pastel blue bow, paired with a blue-and-white plaid skirt, her hair worn straight and clipped to one side"
young woman,uniform,"a navy sailor top with a crisp white inset and a pale lavender ribbon, long sleeves with striped cuffs, paired with a white pleated skirt, her hair in a smooth half-up ponytail"
young woman,uniform,"a dark gray fitted blazer over a white shirt with a neat navy bow, paired with a navy pleated skirt, her hair styled in a relaxed low bun with loose strands"
young woman,uniform,"a soft ivory sweater vest worn over a long-sleeved shirt with a crimson bow, paired with a crimson plaid skirt, her hair worn down in a natural wave"
young woman,uniform,"a navy sailor blouse with a structured white collar trimmed in navy stripes, long sleeves, and a red ribbon tied at the chest, paired with a navy pleated skirt at mid-thigh, her hair styled in a slightly messy ponytail"
young woman,uniform,"a charcoal blazer worn over a crisp shirt with a teal tie, paired with a teal plaid skirt, her hair styled down with a small braid along one side"
young woman,uniform,"a beige cardigan worn partly open over a white dress shirt with a forest-green ribbon, paired with a green tartan skirt, her hair worn in a neat low ponytail"
young woman,uniform,"a white sailor blouse with navy trim on the collar and cuffs, a neatly tied navy ribbon, and a navy skirt reaching mid-thigh, her hair styled down with soft curled ends"
young woman,uniform,"a fitted dark navy blazer over a white shirt with a burgundy bow, paired with a burgundy plaid mid-thigh skirt, her hair arranged in a sleek high pony"
young woman,uniform,"a pale lilac cardigan over a white shirt with a navy bow, sleeves pushed slightly up, paired with a navy pleated skirt, her hair worn in a half-up hairstyle"
young woman,uniform,"a navy sailor-style blouse with crisp white accents, long sleeves, and a precisely knotted sky-blue ribbon, paired with a navy skirt ending at mid-thigh, her hair worn down with a gentle wave"
young woman,uniform,"a charcoal blazer with silver buttons over a white shirt and a soft pink bow, paired with a pink plaid skirt, her hair worn in a low tidy braid"
young woman,uniform,"a cream sweater vest over a short-sleeved shirt with a navy bow, paired with a navy plaid skirt, her hair styled down in silky straight layers"
young woman,uniform,"a white sailor blouse with a square navy collar edged in white stripes, a neatly tied red ribbon, and long sleeves, paired with a navy pleated skirt at mid-thigh, her hair styled in a neat braided half-up look"
young woman,uniform,"a fitted gray blazer with crisp lines over a white shirt with a teal tie, paired with a teal-and-black plaid skirt, her hair worn down with a soft side swoop"
young woman,uniform,"a soft beige cardigan worn open over a button-up white shirt with a burgundy bow, paired with a burgundy plaid skirt, her hair in a relaxed high ponytail"
young woman,uniform,"a navy sailor-top with bright white trim, long sleeves, and a pastel pink ribbon tied at the chest, paired with a white pleated mid-thigh skirt, her hair worn down in shiny waves"
young woman,uniform,"a structured charcoal blazer over a crisp white shirt with a navy ribbon bow, paired with a navy pleated skirt, her hair styled in a polished low bun"
young woman,uniform,"a cream V-neck sweater with ribbed edges layered over a long-sleeved white shirt with a blush pink bow, matched with a pink plaid skirt, her hair worn down with a small decorative clip"
young woman,uniform,"a navy sailor blouse with white-striped collar and cuffs, long sleeves, and a red ribbon at the chest, paired with a dark navy skirt at mid-thigh, her hair worn half-up in a twisted style"
young woman,uniform,"a dark gray blazer with subtle trim over a white shirt and a deep green tie, paired with a matching green plaid skirt, her hair worn down with a soft curl"
young woman,uniform,"a pale blue cardigan worn unbuttoned over a collared shirt with a navy bow, paired with a navy skirt at mid-thigh, her hair styled in a smooth mid-height pony"
young woman,uniform,"a crisp sailor-style blouse with a navy collar trimmed in white, a violet ribbon tied neatly, and long sleeves, paired with a navy pleated skirt, her hair in a tidy low bun"
young woman,uniform,"a dark charcoal blazer worn over a white shirt with a burgundy tie, paired with a burgundy plaid skirt, her hair worn down with subtle waves"
young woman,uniform,"a beige sweater vest over a long-sleeved white shirt with a sky-blue bow, paired with a light blue plaid mid-thigh skirt, her hair styled half-up with a small braid"
young woman,uniform,"a navy sailor-top with long sleeves, white stripe accents, and a red ribbon tied close to the collar, paired with a navy pleated skirt, her hair down in smooth layers"
young woman,uniform,"a tailored gray blazer over a crisp shirt with a navy ribbon bow, paired with a navy plaid skirt, her hair worn in a clean high ponytail"
young woman,uniform,"a soft cream cardigan worn closed over a collared white shirt with a forest-green bow, paired with a green pleated skirt, her hair styled down in neat curls"
young woman,uniform,"a white sailor blouse with navy-trimmed collar and cuffs, long sleeves, and a navy ribbon tied low at the chest, paired with a navy skirt at mid-thigh, her hair in a relaxed side ponytail"
young woman,uniform,"a slate-gray blazer over a white shirt with a pale pink tie, paired with a pink plaid skirt, her hair worn down with a soft wave"
young woman,uniform,"a pale lavender V-neck sweater over a long-sleeved white shirt with a navy bow, paired with a navy pleated skirt, her hair worn in a tidy braided ponytail"
young woman,uniform,"a navy sailor blouse with crisp white stripes, long sleeves, and a neatly tied sky-blue ribbon, paired with a navy pleated mid-thigh skirt, her hair styled down with a smooth finish"
young woman,uniform,"a charcoal blazer with silver buttons over a collared shirt and a deep violet ribbon bow, paired with a violet plaid skirt, her hair styled half-up and secured with a small clip"
young woman,uniform,"a cream sweater vest layered over a white shirt with a burgundy tie, matched with a burgundy pleated skirt, her hair worn straight with a slight inward curl at the ends"
young woman,uniform,"a navy sailor-style long-sleeve top with white collar stripes, a tied red ribbon, and a matching navy skirt at mid-thigh, her hair worn in a tidy low ponytail"
young woman,uniform,"a fitted charcoal blazer over a crisp white shirt with a navy tie, paired with a navy-and-gray plaid skirt, her hair styled down in soft waves"
young woman,uniform,"a soft sky-blue cardigan over a white shirt with a pastel pink ribbon, sleeves pushed up slightly, and a navy pleated skirt, her hair worn in a neat high pony"
young woman,uniform,"a white sailor blouse with navy-striped collar and cuffs, a neatly knotted blue ribbon, and a navy skirt at mid-thigh, her hair worn loose and wavy"
young woman,uniform,"a dark blazer over a white shirt with a burgundy ribbon bow, paired with a burgundy plaid skirt, her hair styled in a smooth low bun"
young woman,uniform,"a beige sweater vest worn over a short-sleeve collared shirt with a navy bow, paired with a navy plaid skirt, her hair styled down with a shine-enhancing smoothness"
young woman,uniform,"a navy sailor top with a crisp white inset and thin striped cuffs, a pale lavender ribbon tied neatly, paired with a navy skirt at mid-thigh, her hair worn half-up in a simple twist"
young woman,uniform,"a charcoal blazer tailored at the waist, worn over a white shirt with a muted teal tie, paired with a teal plaid skirt, her hair styled straight with a soft flick at the ends"
young woman,uniform,"a pale cream cardigan worn open over a long-sleeved white shirt with a soft rose bow, paired with a rose plaid skirt, her hair in a tidy high ponytail"
young woman,uniform,"a crisp white sailor blouse with navy trim on the collar and cuffs, a red ribbon tied at the chest, and a navy pleated skirt at mid-thigh, her hair worn down in big soft curls"
young woman,uniform,"a dark gray blazer worn over a button-up shirt with a navy bow, paired with a navy plaid skirt, her hair worn half-up with a slim ribbon"
young woman,uniform,"a beige V-neck sweater with ribbed texture layered over a white shirt with a burgundy tie, paired with a burgundy skirt, her hair styled down with a slight wave"
young woman,uniform,"a navy sailor-style top with white collar stripes, long sleeves, and a neatly tied navy ribbon, paired with a pale gray pleated skirt, her hair arranged in a relaxed low bun"
young woman,uniform,"a structured charcoal blazer with silver buttons over a crisp shirt and a deep green bow, paired with a green plaid skirt, her hair worn down in a sleek straight style"
young woman,uniform,"a pastel-blue cardigan worn loose over a collared shirt with a navy tie, matched with a navy pleated skirt, her hair styled in a smooth high ponytail"
young woman,uniform,"a white sailor blouse with navy striped trim and long sleeves, paired with a navy skirt and tied with a soft pink ribbon, her hair down with a gentle wave"
young woman,uniform,"a charcoal blazer with crisp lapels over a white shirt and a burgundy tie, matched with a burgundy plaid skirt, her hair styled half-up in a curled ponytail"
young woman,uniform,"a cream sweater vest over a long-sleeved shirt with a navy bow, paired with a navy plaid skirt, her hair worn down in layered waves"
young woman,uniform,"a navy sailor blouse with a white collar trimmed in navy, a red ribbon tied neatly at the chest, and long sleeves, paired with a white pleated skirt at mid-thigh, her hair in a smooth low pony"
young woman,uniform,"a tailored gray blazer worn over a collared shirt with a muted pink bow, paired with a pink plaid skirt, her hair worn down in soft curls"
young woman,uniform,"a light beige cardigan over a white shirt with a teal ribbon bow, sleeves slightly pushed up, paired with a teal-and-black plaid skirt, her hair styled in a loose half-up twist"
young woman,uniform,"a navy sailor-style blouse with crisp white trim on the cuffs, a neatly tied navy ribbon, and a navy pleated skirt, her hair arranged in a tidy blossom bun"
young woman,uniform,"a charcoal blazer over a white shirt with a burgundy striped ribbon, paired with a burgundy skirt, her hair worn in a sleek mid-height ponytail"
young woman,uniform,"a soft sky-blue sweater vest worn over a long-sleeved shirt with a navy tie, paired with a navy plaid skirt, her hair styled down in a smooth, glossy finish"
young woman,uniform,"a classic sailor blouse with navy collar stripes, long sleeves, a pale lavender ribbon tied at the collar, and a matching navy pleated skirt, her hair worn loose in gentle waves"
young woman,uniform,"a fitted gray blazer over a crisp shirt with a deep green bow, matched with a green plaid skirt, her hair styled up in a neat braided pony"
young woman,uniform,"a cream cardigan worn open over a collared white shirt with a soft pink bow, paired with a pastel-pink plaid skirt, her hair worn down in shiny waves"
young woman,uniform,"a navy sailor blouse with stark white inset and a neatly knotted red ribbon, long sleeves with striped cuffs, paired with a navy pleated skirt at mid-thigh, her hair worn down with a slight curl"
young woman,uniform,"a charcoal blazer with brass buttons worn over a white shirt with a navy tie, matched with a navy plaid skirt, her hair styled half-up in a simple twist"
young woman,uniform,"a beige sweater vest over a white shirt with a burgundy bow, paired with a burgundy skirt, her hair in a tidy low ponytail"
young woman,uniform,"a white sailor blouse with navy stripes and a neatly tied sky-blue ribbon, long sleeves, paired with a navy skirt at mid-thigh, her hair styled down in a fluffy curl"
young woman,uniform,"a fitted slate-gray blazer over a crisp shirt with a navy ribbon bow, paired with a navy pleated skirt, her hair worn in a smooth high pony"
young woman,uniform,"a cream V-neck sweater over a short-sleeved white shirt with a teal bow, paired with a teal plaid skirt, her hair styled down with loose layers"
young woman,uniform,"a navy sailor-style blouse with crisp white accents on the collar and cuffs, paired with a red ribbon tied at the chest and a white pleated skirt, her hair styled up in a curled half-up look"
young woman,uniform,"a structured charcoal blazer worn over a white shirt with a soft pink tie, matched with a pink plaid mid-thigh skirt, her hair arranged in a loose low bun"
young woman,uniform,"a pale pink cardigan worn over a white shirt with a navy ribbon, sleeves pushed up slightly, paired with a navy pleated skirt, her hair styled down in soft straight layers"
young woman,uniform,"a navy sailor blouse with long sleeves and crisp white collar stripes, a neatly knotted violet ribbon, matched with a navy skirt, her hair worn half-up with a ribbon clip"
young woman,uniform,"a fitted charcoal blazer over a white shirt with a deep burgundy bow, paired with a burgundy-and-black plaid skirt, her hair styled in a glossy low pony"
young woman,uniform,"a cream sweater vest over a collared shirt with a navy bow, paired with a navy pleated skirt, her hair worn down with a soft brushing curl at the ends"
young woman,uniform,"a classic white sailor blouse with navy striped collar and cuffs, long sleeves, and a red tie knotted cleanly at the chest, paired with a navy skirt at mid-thigh, her hair worn loose in soft curls"
young woman,uniform,"a charcoal blazer with silver buttons worn over a crisp shirt with a forest-green ribbon, paired with a matching green plaid skirt, her hair styled down with a slight curl"
young woman,uniform,"a beige cardigan worn open over a white dress shirt with a soft sky-blue bow, paired with a blue plaid skirt, her hair arranged in a half-up pony"
young woman,uniform,"a navy long-sleeved sailor blouse with bright white trim and a neatly tied navy ribbon, paired with a gray pleated skirt at mid-thigh, her hair worn straight with a slight side part"
young woman,uniform,"a structured navy blazer over a crisp white shirt with a dusty rose bow, paired with a rose plaid skirt, her hair worn down in smooth waves"
young woman,uniform,"a cream V-neck sweater worn over a long-sleeved shirt with a burgundy striped tie, paired with a burgundy plaid skirt, her hair worn in a sleek high pony"
young woman,uniform,"a white sailor top with navy trimmed collar and cuffs, a tied pale lavender ribbon, and a navy pleated skirt, her hair styled in a tidy braided half-up"
young woman,uniform,"a charcoal blazer over a white shirt with a navy bow, matched with a navy plaid skirt, her hair styled down with subtle curls"
young woman,uniform,"a soft sky-blue cardigan worn open over a white shirt with a forest-green bow, paired with a green pleated skirt, her hair styled up in a neat bun"
young woman,uniform,"a navy sailor blouse with white collar stripes and a neatly tied red ribbon, long sleeves, paired with a navy skirt at mid-thigh, her hair worn down in bouncy curls"
young woman,uniform,"a gray blazer over a collared white shirt with a deep plum ribbon bow, paired with a plum plaid skirt, her hair worn in a tidy low ponytail"
young woman,uniform,"a cream sweater vest layered over a short-sleeved shirt with a navy ribbon, paired with a navy pleated skirt, her hair styled down with a natural shine"
young woman,uniform,"a navy sailor-style long-sleeved top with crisp white trim, a pale sky-blue ribbon, and a matching navy skirt at mid-thigh, her hair styled half-up with a slim clip"
young woman,uniform,"a fitted charcoal blazer over a crisp shirt with a burgundy tie, paired with a burgundy skirt, her hair worn down in smooth straight layers"
young woman,uniform,"a pale lavender cardigan worn over a long-sleeved collared shirt with a navy bow, matched with a navy pleated skirt, her hair worn in a high ponytail with soft movement"
young woman,uniform,"a crisp white sailor blouse with navy-striped collar and a tied red ribbon, long sleeves, paired with a navy skirt, her hair styled down in voluminous curls"
young woman,uniform,"a charcoal blazer with silver buttons over a white shirt with a teal bow, paired with a teal plaid skirt, her hair styled in a tidy low bun"
young woman,uniform,"a cream sweater vest worn over a white shirt with a pastel pink ribbon bow, paired with a pink plaid skirt, her hair styled down with gentle curls"
young woman,uniform,"a navy sailor blouse with white stripes on the collar and cuffs, long sleeves, and a neatly tied light blue ribbon, paired with a white pleated skirt, her hair worn half-up in a braided style"
young woman,uniform,"a fitted navy blazer over a crisp shirt with a burgundy tie, paired with a burgundy plaid skirt, her hair styled down with a soft taper at the ends"
young woman,uniform,"a pale pink cardigan worn unbuttoned over a collared shirt with a navy bow, paired with a navy pleated skirt, her hair worn straight with a neat side part"
young woman,uniform,"a white sailor blouse with navy trim and a lavender ribbon tied neatly, long sleeves, paired with a navy skirt at mid-thigh, her hair styled in a tidy half-up bun"
young woman,uniform,"a charcoal blazer with crisp seams worn over a white shirt with a deep green ribbon bow, paired with a matching green plaid skirt, her hair styled in a sleek low ponytail"
young woman,uniform,"a cream V-neck sweater over a short-sleeve shirt with a navy tie, paired with a navy pleated skirt, her hair worn down in soft waves"
young woman,uniform,"a navy sailor blouse with white-striped accents and a tied red ribbon, long sleeves, paired with a navy skirt at mid-thigh, her hair styled up in a loose side pony"
young woman,uniform,"a structured charcoal blazer worn over a white shirt with a burgundy bow, paired with a burgundy plaid skirt, her hair down in glossy curls"
young woman,uniform,"a soft sky-blue cardigan worn open over a collared shirt with a teal ribbon, paired with a teal plaid skirt, her hair styled in a smooth mid-height ponytail"
young woman,uniform,"a crisp navy sailor blouse with white collar stripes, a tied lavender ribbon, long sleeves, and a navy pleated skirt at mid-thigh, her hair worn half-up with a slim ribbon"
young woman,uniform,"a fitted gray blazer over a crisp shirt with a navy bow, paired with a navy plaid skirt, her hair styled down with slight waves"
young woman,uniform,"a beige sweater vest over a long-sleeved white shirt with a pastel pink tie, matched with a pink plaid skirt, her hair worn down in a polished smooth style"
young woman,uniform,"a white sailor blouse with navy-striped collar and cuffs, long sleeves, and a red ribbon tied carefully at the chest, paired with a navy skirt, her hair arranged in a neat braided ponytail"
young woman,uniform,"a charcoal blazer with gold buttons over a white shirt with a forest-green bow, paired with a green plaid skirt, her hair styled half-up in a twist"
young woman,uniform,"a cream cardigan worn buttoned over a collared white shirt with a navy bow, paired with a navy pleated skirt, her hair worn down with soft curl"
young woman,uniform,"a navy sailor blouse with crisp white inset and a pastel pink ribbon tied neatly, long sleeves, paired with a navy pleated skirt at mid-thigh, her hair worn in a curled half-up ponytail"
young woman,uniform,"a dark gray blazer over a white shirt with a burgundy tie, matched with a burgundy plaid skirt, her hair styled down in straight glossy layers"
young woman,uniform,"a pale lavender sweater vest over a short-sleeved white shirt with a navy ribbon bow, paired with a navy pleated skirt, her hair styled in a tidy high ponytail"
young woman,uniform,"a crisp white sailor top with navy trim on the collar and cuffs, long sleeves, and a neatly tied blue ribbon, paired with a navy skirt at mid-thigh, her hair worn loose with natural waves"
young woman,uniform,"a charcoal blazer with clean lines over a white shirt with a deep green tie, paired with a green plaid skirt, her hair worn low in a smooth bun"
young woman,uniform,"a light beige cardigan worn open over a long-sleeved collared shirt with a pastel pink bow, paired with a pink plaid skirt, her hair worn down with gentle curl"
young woman,uniform,"a navy sailor blouse with crisp white stripes, long sleeves, and a neatly tied navy ribbon, paired with a white pleated mid-thigh skirt, her hair styled half-up with a soft braid"
young woman,uniform,"a fitted dark gray blazer over a white shirt with a burgundy ribbon bow, paired with a burgundy pleated skirt, her hair arranged in a neat ponytail"
young woman,uniform,"a cream V-neck sweater over a short-sleeve shirt with a navy bow, paired with a navy plaid skirt, her hair styled down in soft straight layers"
young woman,uniform,"a navy long-sleeved sailor top with white-striped accents and a neatly tied red ribbon, paired with a navy skirt at mid-thigh, her hair styled in a loose half-up bun"
young woman,uniform,"a structured charcoal blazer over a crisp shirt with a deep green tie, paired with a green plaid skirt, her hair worn down with a slight inward curl"
young woman,uniform,"a pastel-blue cardigan worn open over a white shirt with a navy bow, paired with a navy pleated skirt, her hair worn up in a tidy ponytail"
young woman,uniform,"a white sailor top with navy striped collar and a tied sky-blue ribbon, long sleeves, paired with a navy skirt, her hair worn in a loose, curled pony"
young woman,uniform,"a fitted charcoal blazer over a white shirt with a burgundy striped tie, paired with a burgundy plaid skirt, her hair styled down in glossy waves"
young woman,uniform,"a cream sweater vest over a white collared shirt with a soft pink bow, matched with a pink plaid skirt, her hair styled half-up with a subtle twist"
young woman,uniform,"a navy sailor blouse with precise white collar stripes and a red ribbon tied neatly, long sleeves, paired with a navy skirt at mid-thigh, her hair styled in a tidy braided updo"
young woman,uniform,"a charcoal blazer over a white shirt with a navy bow, paired with a navy plaid pleated skirt, her hair worn down with slight waves"
young woman,uniform,"a beige cardigan worn closed over a white shirt with a forest-green ribbon, paired with a green plaid skirt, her hair arranged in a low ponytail"
young woman,uniform,"a white sailor top with navy stripes on the collar and cuffs, long sleeves, and a neatly tied lavender ribbon, paired with a navy mid-thigh skirt, her hair worn down in soft curls"
young woman,uniform,"a fitted gray blazer with polished seams over a collared shirt and a burgundy bow, paired with a burgundy plaid skirt, her hair styled in a clean high pony"
young woman,uniform,"a cream V-neck sweater with ribbed edges over a short-sleeved white shirt with a navy tie, paired with a navy pleated skirt, her hair down in glossy layers"
young woman,uniform,"a navy sailor blouse with crisp white-collar stripes, long sleeves, and a tied sky-blue ribbon, matched with a white mid-thigh pleated skirt, her hair styled half-up with a ribbon tie"
young woman,uniform,"a charcoal blazer with silver buttons worn over a white shirt with a pale pink ribbon bow, paired with a pink plaid skirt, her hair arranged in a smooth ponytail"
young woman,uniform,"a pastel pink cardigan over a collared white shirt with a navy bow, paired with a navy pleated skirt, her hair worn down in soft wavy curls"
young woman,uniform,"a white sailor blouse with navy-striped collar and cuffs, long sleeves, and a red ribbon tied neatly, paired with a navy pleated skirt, her hair styled in a tidy low bun"
young woman,uniform,"a gray blazer with crisp seams worn over a white shirt with a forest-green bow tie, paired with a green plaid skirt, her hair styled half-up in a twist"
young woman,uniform,"a cream sweater vest worn over a long-sleeved shirt with a burgundy ribbon bow, paired with a burgundy skirt, her hair worn down with gentle waves"
young woman,uniform,"a navy sailor-style blouse with stark white trim, long sleeves, and a neatly tied lavender ribbon, paired with a navy skirt at mid-thigh, her hair styled up in a sleek high pony"
young woman,uniform,"a structured charcoal blazer worn over a white shirt with a navy tie, paired with a navy plaid skirt, her hair styled down with soft curl ends"
young woman,uniform,"a soft sky-blue cardigan worn open over a short-sleeved white shirt with a pastel pink bow, paired with a pink plaid skirt, her hair arranged in a half-up pony"
young woman,uniform,"a white long-sleeved sailor blouse with navy collar stripes and a neatly tied light blue ribbon, paired with a navy pleated skirt, her hair styled down in smooth straight layers"
young woman,uniform,"a charcoal blazer tailored at the waist over a crisp shirt with a burgundy bow, paired with a burgundy plaid skirt, her hair styled high in a tidy ponytail"
young woman,uniform,"a cream sweater vest over a collared white shirt with a navy tie, paired with a navy pleated mid-thigh skirt, her hair worn down in light curls"
young woman,uniform,"a navy sailor blouse with white-trimmed collar and cuffs, long sleeves, and a neatly tied soft pink ribbon, paired with a navy skirt, her hair styled in a curled half-up do"
young woman,uniform,"a dark gray blazer worn over a white shirt with a teal bow, paired with a teal plaid skirt, her hair in a smooth low ponytail"
young woman,uniform,"a beige cardigan worn over a long-sleeved white shirt with a burgundy tie, paired with a burgundy plaid skirt, her hair styled down with soft body"
young woman,uniform,"a navy sailor top with crisp white stripes, a tied lavender ribbon, and long sleeves, matched with a white pleated skirt at mid-thigh, her hair worn down in glossy soft waves"
young woman,uniform,"a fitted charcoal blazer over a white shirt with a navy bow, paired with a navy plaid pleated skirt, her hair arranged in a polished high pony"
young woman,uniform,"a cream V-neck sweater over a short-sleeve white shirt with a deep green ribbon bow, matched with a green plaid skirt, her hair styled down with smooth layers"
young woman,uniform,"a white long-sleeved sailor blouse with navy stripes and a tied red ribbon, paired with a navy skirt, her hair worn half-up with a delicate twist"
young woman,uniform,"a charcoal blazer with silver buttons worn over a crisp shirt with a burgundy tie, paired with a burgundy plaid skirt, her hair styled down in glossy curls"
young woman,uniform,"a pastel-blue cardigan over a collared white shirt with a navy bow, paired with a navy pleated skirt, her hair arranged in a loose low ponytail"
young woman,uniform,"a navy sailor-style blouse with precise white trim and a tied sky-blue ribbon, long sleeves, paired with a navy skirt at mid-thigh, her hair worn in a smooth straight cut"
young woman,uniform,"a fitted gray blazer worn over a white shirt with a pink ribbon bow, paired with a pink plaid skirt, her hair worn down in soft waves"
young woman,uniform,"a light beige cardigan worn closed over a short-sleeved shirt with a navy bow, paired with a navy pleated skirt, her hair styled in a tidy bun"
young woman,uniform,"a white sailor blouse with navy-striped collar and cuffs, long sleeves, and a neatly tied violet ribbon, paired with a navy skirt at mid-thigh, her hair styled in gentle waves"
young woman,uniform,"a charcoal blazer over a collared shirt with a soft green tie, paired with a green tartan skirt, her hair worn in a loose low ponytail"
young woman,uniform,"a cream sweater vest worn over a long-sleeved shirt with a burgundy bow, paired with a burgundy pleated mid-thigh skirt, her hair down in polished waves"
young woman,uniform,"a navy sailor blouse with crisp white accents and a tied red ribbon, long sleeves, paired with a white pleated skirt, her hair styled half-up with a ribbon clip"
young woman,uniform,"a fitted charcoal blazer over a white shirt with a navy tie, paired with a navy plaid skirt, her hair worn straight with a side part"
young woman,uniform,"a pale lavender V-neck sweater over a collared white shirt with a navy ribbon bow, paired with a navy pleated skirt, her hair worn down in curled layers"
young woman,uniform,"a navy long-sleeved sailor blouse with white stripes and a tied pale pink ribbon, paired with a navy skirt at mid-thigh, her hair arranged in a high ponytail"
young woman,uniform,"a charcoal blazer with silver trim over a white shirt with a burgundy bow, paired with a burgundy plaid skirt, her hair styled in a smooth low pony"

young woman,athletic,"a solid navy athletic tank with breathable mesh panels and fitted cut paired with black compression shorts with smooth contour seams"
young woman,athletic,"a solid coral moisture-wicking tee with a modest scoop neckline paired with charcoal athletic shorts with structured waistband"
young woman,athletic,"a fitted black athletic tank layered over a solid mint sports top paired with navy mid-thigh training shorts with stretch paneling"
